Name,Cellphone Number,Company Email,Site,Youtube Link,Territory Covered,Lines of Business,Manufacturers Represented,Address Line 1,Address Line 2,Locality,Administrative Area,Postal Code,Country,Contact name,Description,Industries Served,Type of Equipment,Sales After Service,Fax,Primary Email Contact,Primary Number Contact
"Packaging Aids, Ltd.",+44 (0) 1268-885-885,sales@packer.co.uk,http://packer.co.uk/,https://www.youtube.com/user/PackagingAids,United Kingdom,Packaging Equipment,"Mollers, Paxiom, AN, TopTier, Fran Industries, Matrix, Ess Technologies","Sterling House, Hamlin Way","King’s Lynn, Norfolk, PE30 4NG",Norfolk,,PE30 4NG,United Kingdom,"Frances Greenwood, Marketing Manager","Packer have been supplying quality packaging equipment for more than 40 years. An extensive programme provides everything you need for the packing room ranging from Adhesive Tape Dispensers and Heat Sealing Equipment to Strapping tools, with plenty in between.Ensure your warehouse process is efficient with packaging materials from Packer for optimum performance and reliability. Value for money Adhesive Tape, Strapping and Hot Melt Glue through to Stretch Film, Staples and Protective Packaging for all our equipment so you can count on Packer to keep your operation flowing.Packer machines provide solutions to your problems. Void Fill Systems, including Cardboard Shredding Machines provide cost effective methods for protecting products in transit and Automatic Strapping Machines and Stretch Wrapping machines for hands free securing and protection.","Hardware/tools, Paper/printing, Pharmaceutical/medical, Textiles/apparel, Cosmetics/toiletries, Bakery/snack, Confection/candy, Fruit/vegetable, Meat/poultry/seafood, Crafts, Press (non-editorial), Soap/h","Film Sealing & Shrink Sealing Machines; Hand, Semi & Fully Automatic Strapping Machines; Packaging Machines For Converting Paper & Film; Hot-melt Adhesive Systems; Stapling Systems; Gummed Paper Tape Dispensers;safety Cutters. Void Filling",Yes,+44 (1) 268-885-860,,
Packaging Consultant Associated Inc.,+(856) 488-0277,info@thenewpca.com,http://www.thenewpca.com,,United States,Packaging EquipmentPackaging MaterialsSystems IntegratorAutomation Equipment & Components,"Shanklin , Minipack, STS, Conflex, Eastey, Beseler, Polypack, Heat Seal, Clamco, Texwrap, Starview, Packaging Aids Corporation",7300 N. Crescent Boulevard,Unit 14,Pennsauken,NJ,08110-1541,United States,"Robin Khasse, CEO","Packaging Consultants Is A Full Service Distributor Of High Quality Packaging Materials And Equipment Such As Shrink Films, Pallet Wrapping Films, Skin And Blister Materials, Shrink Sleeves, Carton Sealing Tapes And More.",,"Packaging Machinery; Controls, Components, Integration Services, Line Automation; Packaging Distributor",Yes,+(201) 508-1846,rkhasse@thenewpca.com,
Packaging Systems,+(636) 519-9010,info@packagingsystems.com,http://www.packagingsystems.com,,United States,Packaging EquipmentPackaging Materials,"Adco, Renco, Lantech, SmiGroup, Axon, Squid Ink, AMpack, Texwrap, Berry, Starview, Shutleworth, Wulftec, CTM, Best Pack, QC Conveyors, Paragon Films.",163 Chesterfield Ind. Boulevard,,Chesterfield,MO,63005,United States,"Dennis Mcfarland, President","Packaging Systems, Inc. was formed in 1995 By Dennis McFarland to provide a personal, professional, and experienced source for machinery, materials, and services in a market that continues to be consolidated by conglomerate businesses struggling to master the unique requirements of the packaging industry. Packaging Distributor Of Packaging, Packaging Materials, Packaging Automation, Packaging Solutions, Shrink Film, Stretch Film, Foam, Boxes, Poly Bags, Strapping, Tape, New Packaging Machinery, Used Packaging Machinery, Rental Machines, Service Technicians",,"Packaging Sytems Inc. Supplies The Following Machines: Custom, Bag / Pouch / Overwrap, Banding / Strapping, Blister / Skin Packaging, Bundling / Sleeve Wrapping, Cartoning, Case / Tray Erecting - Filling - Sealing, Conveyors, Feeders, Labeling / Coding, Lidding / Vacuum / Map, Palletizing, Shrink Packaging, Stretch Wrapping, And Materials: Adhesive, Bags / Pouches, Blisters / Blister Cards, Boxes, Bundling Films, Corner Board / Edge Protection, Labels / Inks / Ribbon, Packing Material, Printed Materials, Shrink Films & Shrink Bands, Skin Film & Board, Strapping, Stretch Films, Tapes.",Yes,+(636) 519-9020,dmcfarland@packagingsystems.com,
Packaid B.V.,+31 (38)3 386-1340,info@packaid.nl,http://www.packaid.nl,,Netherlands,Packaging Equipment,"Doboy, Endoline, Technowrapp, MeyPack, Bortolin Kemo, De Witt EVS, MacDue,VM Vepakkings Management, Logopak, Pacoma, Zalpak, Multitubes, Etipack, Surfit.Kapp, Breda Packaging, Tehabo, Leuza, Nordex, ContiMETA, De Koning, Paramelt, FPC, de WITT, Thermofisher, Khorto, CPS Case Packaging Systems bandall, Domino Printing, Boix, Robert Pack,",Postbus 1578,,Zwolle,,8001 BN,Netherlands,Anja Mertens,"The strength of PackAid BV is a combination of more than 30 years of experience, specialization, drive and the way of working that is mainly based on integrity and the will to work together with the customer to arrive at an optimal solution for the same customer.With each request, the problem of a prospect or already existing customer is central and a solution is sought that is tailor-made for the customer.By merring the strength of one's own organisation with a number of expert partners and fellow companies, the activities are characterized by: high flexibility, high quality, decisiveness, high employability and cost control.","Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service","Bag Closing Machines, Machinery With Cold Adhesive Closure For Low Capacity. Machines With Hotmelt Closure For High Capacity. Machines With Hotmelt Closure And Sealing Station For Closing A Plastic Liner. Case Erectors, Packers And Palletizing Systems.",Yes,,info@packaid.nl,
Packera,+91 (20) 2529-0565,packerasales@gmail.com,http://www.packera.com,,India,Packaging Equipment,Own Brands,"Packera House, S. No. 44/1,",Near Ganpati Matha Mandir,Pune,Maharashtra,411058,India,"Mukund Kirdat, Managing Director","PACKERA’ started manufacturing tailor made machines for special purpose requirements of food industry. Today PACKERA’S machines are accepted all over India and are also exported to various countries. PACKERA’S growth so far, has been due to continuous upgradation of technologies, products and the human resources.Now, ‘PACKERA’ makes machines for packaging an ever expanding range of products like milk, edible oil, mineral water, souf, tea, grains, pulses, wheat flour, spices, cashewnuts, namkeen and many other products.","Milk Dairy, Oil, Food, Grossery","Established In 1994, Packera Is A Leading Manufacturer Of Various Types Of Packing Machines. It Manufacturers And Exports Semi–automatic And Automatic Filling, Sealing And Weighing Machines For Solids, Liquids And Pastes. It Also Manufactures Oil Vending Machines; Shrink Tunnels, Vacuum/nitrogen Flushing And Tailor-made Machines (spms).",Yes,+91 (20) 2529-4071,,+91 (98) 2255-2263
Packita Group LLC,+8 (900) 238-88-33,laptev@packita.ru,http://www.packita.ru,,BelarusKazakhstanRussia,Packaging EquipmentPackaging MaterialsProcessing EquipmentAutomation Equipment & Components,"Delfin S.R.L., Pacbro S.R.L. (Elena Marchetti), Effe3TI S.R.L.",Kozhevennaya,,Krasnodar,Krasnodarskiy kray,350089,Russia,Evgeniy Laptev,"Paquita Group LLC is a young and dynamically developing company in the Russian market of packaging equipment. Thanks to highly qualified personnel and partnership with manufacturers of high-quality equipment, we are ready to offer the best business solutions in our sector. Packita Group officially represents in Russia such Italian companies as Delfin S.R.L., Pacbro S.R.L. (Elena Marchetti), Effe3TI S.R.L.",,,Yes,,laptev@packita.ru,
"Pacwell, Ltd.",+81 (4) 8711-3789,info@pacwell.co.jp,http://www.pacwell.jp,,Japan,Packaging Equipment,"Automated Packaging Systems, Better Packages, Inc., Digital Design, Inc.",1-11-17 Dojo,,Sakura-ku,Saitama,338-0835,Japan,Yukuto Motomatsu,"Packing, cushioning, and sealing materials",,"Air Cushion Soltuions, Bagging, Taping, Gluing And Industrial Inkjet Solutions",Yes,+81 (4) 8711-3797,ymotomatsu@pacwell.co.jp,
Pak-Al S.A.,+(507) 6676-7575,ventas@pak-al.com,http://www.pak-al.com,https://www.youtube.com/user/Pakal507,Panama,Packaging Equipment,"Nilfisk Advance, Unger, AR Racking, Jungheinrich, Lexor, Raymak, Hi.Pak, Signode, Wulftec, Comac, Orbis, Unger, Ravmak, Hi Pak","Urbanizacion El Carmen, calle Sexta",,Colon,,,Panama,Samuel Fox,"Our mission is to provide products for logistics, cleaning and packaging systems with high quality standards, offering a personalized service that guarantees the business success of our customers.","Wrapping Machines, Closing Machines (strapping, Stitching, Stapling Machines) Packaging Material","Conveyors, Racks, Strapping, Weighing Systems, Pallets And Crates",Yes,+(507) 308-0347,fox@pak-al.com,
Pakkermash,+7 (499) 391-0117,info@pakkermash.ru,http://www.pakkermash.ru,,Russia,Packaging Equipment,"Nimco Corporation, Chase Industries (spare Parts), Bossar, Sellier & Belot, Imaco Group, Polpak, Landucci, Mazzucchelli, Ricciarelli, Dolzan, Barissan","Donbass Street 2, Litera K Office 5",,Moscow,Moskva,142703,Russia,Alexander Vorobiov,"Pakkermash has been successfully operating for over 15 years. Company's technical service and solutions guarantee reliability of packaging and processing machinery. Leading businesses from Russia, Kazakhstan, the Ukraine and Belarus become permanent clients of Pakkermash and see the company as their strategic partner.","Cosmetics/toiletries, Bakery/snack, Confection/candy, Fruit/vegetable, Soap/household Chemical, Grain/mill/cereal, Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service","Selier&bellot, Polpak, Sachet F/f/s, Stick F/f/s Machines, Bottle Filling Machine, Group Packaging, Palletizing Machines, Tube Filling Machines, flowrapping",Yes,+7 (499) 391-0116,rus.pmh@gmail.com,
"Pakko Produtos Para Embalagens, Ltda",+55 (11) 3853-0231,pakko@pakko.com.br,http://pakko.com.br,,Brazil,Packaging EquipmentPackaging Materials,"HB Fuller,",Av. Da Invernada 87Av. da Invernada 87 – Vila Congonhas,,São Paulo,SP,04612-060,Brazil,"Marco Aurélio Marchetto, Director of Sales and Marketing","Founded In September 1995 We Provide Technical Assistance To More Than 60 Machines All Over Brasil And Mercosul Earning U$100k Worth Of Servisse. Pakko’s Team Is Organized As Follows: O Technical/marketing Director Marco Aurélio Marchetto Mechanical Engineer, Working At The Packaging Market Since 1977 - Managerial Courses At Imd (switzerland) And Mit (usa) O Administrative/financial Manager Teresa Marchetto O Senior Sales/administrative - Client Support Cláudia Menegatto O Technical Sales - Client Support Eng. Alexandre Jantke (focus: Stretch Wrappers, Metalizing Market And Aluminum Industry) O Administrative & Accounting - Internal Support Elaine Lisboa De Sena O Technical Assistance Stretch Wrappers (start Up - Training - Maintenance) Engs Hilario Focchi E Fernando Quilmes– Technician Gabriel Colombo (mercosul) Pakko Is Installed In Its Own Building (180 Square Meters Built Area) Since 2005 And Its Warehouses Are At The Main Address In São Paulo (av. Da Invernada Nº 87) And At The City Of Pirituba (rua José Tomas De Souza Nº 239).",,,Yes,,marco@pakko.com.br,
Pamoco Spa,+39 (02) 345-6091,info@pamoco.it,http://www.pamoco.it,,Italy,Automation Equipment & Components,"Linmot, Ametek Technical & Industrial Products, Estun, Lam Technologies, Dkm Co., Ltd., Advanced Motion Controls, Electrocraft, Technosoft, Leadshine, Tolomatic Inc, Unimotion",Via Ricardo Lombardi 19/6,,Milan,MI,20153,Italy,"Guseppe Poletto, Managing Director","PAMOCO SPA was founded as a commercial company in the year 2009 continuing the thirty-year activity of Pamoco srl. The company's activity is focused on the distribution of components and systems for industrial automation, in particular for the control of speed and position of rotary and linear electric motors. Pamoco now represents over 15 leading foreign brands.",Sales to machine builders and Packaging Machinery & Related Supplies/service,"Controllers, drives, electric motors, Components And Systems For Industrial Automation, In Particular For The Control Of Speed And Position Of Rotary And Linear Electric Motors.",Yes,,Gusepe.polettoi@pamoco.it,
Pan-Bro Agencies Sas,+39 (02) 5843-1280,info@pan-bro.com,http://www.pan-bro.com,,Italy,Processing Equipment,"Comco, Flynn, Foodjet, Forms & Frys, IMG, Lappas, Peerless, Reading Bakery Systems, Rheon, viscofoods, wirebelt.","Via Teulie, 11",,Milan,MI,20136,Italy,,"Italian sales representative for foreign companies which provide machines and equipment in the food industry . Thanks to the specialization of the different companies represented, we are able to meet the needs of large manufacturers as well as medium-sized companies.",Packaging Machinery & Related Supplies/service,"We Represent Manufacturers Of Machinery, Equipment, Accessories For The Food Industry, The Main Business Areas Are: Complete Lines For Puff Pastry And Danish Pastry (puff Pastry, Croissants, Pain Au Chocolat, Etc.), Machines And Plants For Biscuits (shortbread Stuffed, Little Ladies Bi-colors, Sandwich Cookies, Etc.), Lines Tortilla (wheat Flour Or Corn); Machines For Delicatessen Products (stuffed Dumplings, Potato Croquettes, Rice Balls, Polpete Meat, Etc.), Lines Crackers And Snacks (crackers, Pretzels, Snack Potato Reconstituted, Etc.), Conveyor Mesh Steel Wire, Machines For Decorative Prints (comics About Cookies, Etc.).",Yes,+39 (02) 5843-1290,,
Panhuijsen Verpakkingen B.V.,+31 (0)13 583-5835,info@panhuijsen.nl,http://www.panhuijsen.nl,,Netherlands,Packaging Equipment,"3M, Cordstrap, DaklaPack, Esra, GG Machine, hacona, Noxon,Q Partner, Sealed Air, Signode, Speedman,Ayrom, Tork",Boogschutterstraat 14,,Tilburg,,5015 Bw,Netherlands,Joost van Dijk,"Panhuijsen listens to the customer. Responds to what is going on in the market and the industry and is constantly up and about to achieve the highest possible quality and service level. The ultimate goal is of course to supply packaging materials and machines. However, Panhuijsen is aware of the fact that the customer wants more than deliveries alone. Advising on the wide field of packaging is therefore the added value that Panhuijsen delivers.Last but not least, Panhuijsen wants to partner with its customers, with its suppliers and with itsemployees. Only in this way can continuity be guaranteed and cooperation can lead to mutually fruitful results.","Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service","Vacuum Sealing Machinery, Air Pillows, Case Sealing Machines, Strapping Machines.",Yes,,jvdijk@panhuijsen.nl,
